NAME	TITLE	SCORE	
TMEM229B	transmembrane protein 229B [Source:HGNC Symbol;Acc:HGNC:20130]	2.0172918E-5	
MTMR12	myotubularin related protein 12 [Source:HGNC Symbol;Acc:HGNC:18191]	2.0151336E-5	
FOCAD	focadhesin [Source:HGNC Symbol;Acc:HGNC:23377]	2.0088632E-5	
GOLGA5	golgin A5 [Source:HGNC Symbol;Acc:HGNC:4428]	2.0076353E-5	
DDIT4	DNA damage inducible transcript 4 [Source:HGNC Symbol;Acc:HGNC:24944]	2.0053347E-5	
RRAGD	Ras related GTP binding D [Source:HGNC Symbol;Acc:HGNC:19903]	2.0048486E-5	
NCSTN	nicastrin [Source:HGNC Symbol;Acc:HGNC:17091]	2.0031386E-5	
PPIB	peptidylprolyl isomerase B [Source:HGNC Symbol;Acc:HGNC:9255]	2.0024598E-5	
DDX18	DEAD-box helicase 18 [Source:HGNC Symbol;Acc:HGNC:2741]	2.0002035E-5	
HSP90B1	heat shock protein 90 beta family member 1 [Source:HGNC Symbol;Acc:HGNC:12028]	1.99765E-5	
TGOLN2	trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]	1.9937232E-5	
ERMP1	endoplasmic reticulum metallopeptidase 1 [Source:HGNC Symbol;Acc:HGNC:23703]	1.993533E-5	
THAP5	THAP domain containing 5 [Source:HGNC Symbol;Acc:HGNC:23188]	1.9924451E-5	
KLHDC10	kelch domain containing 10 [Source:HGNC Symbol;Acc:HGNC:22194]	1.9916792E-5	
EDEM3	ER degradation enhancing alpha-mannosidase like protein 3 [Source:HGNC Symbol;Acc:HGNC:16787]	1.9897057E-5	
COPZ1	COPI coat complex subunit zeta 1 [Source:HGNC Symbol;Acc:HGNC:2243]	1.9869001E-5	
ZNF644	zinc finger protein 644 [Source:HGNC Symbol;Acc:HGNC:29222]	1.9836232E-5	
CHRNA7	cholinergic receptor nicotinic alpha 7 subunit [Source:HGNC Symbol;Acc:HGNC:1960]	1.982944E-5	
CDKN1B	cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]	1.9814897E-5	
ELK4	ETS transcription factor ELK4 [Source:HGNC Symbol;Acc:HGNC:3326]	1.9812343E-5	
CREG1	cellular repressor of E1A stimulated genes 1 [Source:HGNC Symbol;Acc:HGNC:2351]	1.977929E-5	
GNPDA1	glucosamine-6-phosphate deaminase 1 [Source:HGNC Symbol;Acc:HGNC:4417]	1.974446E-5	
CFAP126	cilia and flagella associated protein 126 [Source:HGNC Symbol;Acc:HGNC:32325]	1.9725338E-5	
IBTK	inhibitor of Bruton tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:17853]	1.9704039E-5	
SLC40A1	solute carrier family 40 member 1 [Source:HGNC Symbol;Acc:HGNC:10909]	1.956694E-5	
MOB1A	MOB kinase activator 1A [Source:HGNC Symbol;Acc:HGNC:16015]	1.9559258E-5	
RCOR3	REST corepressor 3 [Source:HGNC Symbol;Acc:HGNC:25594]	1.9532315E-5	
THUMPD1	THUMP domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23807]	1.947498E-5	
MED28	mediator complex subunit 28 [Source:HGNC Symbol;Acc:HGNC:24628]	1.9470313E-5	
SATB1	SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]	1.942083E-5	
LCA5	lebercilin LCA5 [Source:HGNC Symbol;Acc:HGNC:31923]	1.9390502E-5	
FAM220A	family with sequence similarity 220 member A [Source:HGNC Symbol;Acc:HGNC:22422]	1.9372437E-5	
ELMOD2	ELMO domain containing 2 [Source:HGNC Symbol;Acc:HGNC:28111]	1.9287667E-5	
FAM210B	family with sequence similarity 210 member B [Source:HGNC Symbol;Acc:HGNC:16102]	1.9274928E-5	
STAMBP	STAM binding protein [Source:HGNC Symbol;Acc:HGNC:16950]	1.9271627E-5	
RHBDD1	rhomboid domain containing 1 [Source:HGNC Symbol;Acc:HGNC:23081]	1.9231818E-5	
CRAT	carnitine O-acetyltransferase [Source:HGNC Symbol;Acc:HGNC:2342]	1.9170864E-5	
HSPA5	heat shock protein family A (Hsp70) member 5 [Source:HGNC Symbol;Acc:HGNC:5238]	1.9121242E-5	
WASL	WASP like actin nucleation promoting factor [Source:HGNC Symbol;Acc:HGNC:12735]	1.9120804E-5	
HEXB	hexosaminidase subunit beta [Source:HGNC Symbol;Acc:HGNC:4879]	1.9092613E-5	
RHNO1	RAD9-HUS1-RAD1 interacting nuclear orphan 1 [Source:HGNC Symbol;Acc:HGNC:28206]	1.909117E-5	
TRAPPC11	trafficking protein particle complex subunit 11 [Source:HGNC Symbol;Acc:HGNC:25751]	1.905484E-5	
PDIA6	protein disulfide isomerase family A member 6 [Source:HGNC Symbol;Acc:HGNC:30168]	1.9041578E-5	
PTPRM	protein tyrosine phosphatase receptor type M [Source:HGNC Symbol;Acc:HGNC:9675]	1.901207E-5	
CEP63	centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815]	1.8984214E-5	
TMF1	TATA element modulatory factor 1 [Source:HGNC Symbol;Acc:HGNC:11870]	1.8964518E-5	
ZNF260	zinc finger protein 260 [Source:HGNC Symbol;Acc:HGNC:13499]	1.8895525E-5	
TMEM106B	transmembrane protein 106B [Source:HGNC Symbol;Acc:HGNC:22407]	1.8868206E-5	
SAR1B	secretion associated Ras related GTPase 1B [Source:HGNC Symbol;Acc:HGNC:10535]	1.8867939E-5	
LRRC23	leucine rich repeat containing 23 [Source:HGNC Symbol;Acc:HGNC:19138]	1.8850202E-5	
AKAP11	A-kinase anchoring protein 11 [Source:HGNC Symbol;Acc:HGNC:369]	1.8836547E-5	
NADK2	NAD kinase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:26404]	1.8831348E-5	
RPS29P3	ribosomal protein S29 pseudogene 3 [Source:HGNC Symbol;Acc:HGNC:31363]	1.8772716E-5	
FAM219B	family with sequence similarity 219 member B [Source:HGNC Symbol;Acc:HGNC:24695]	1.8766412E-5	
NUDT21	nudix hydrolase 21 [Source:HGNC Symbol;Acc:HGNC:13870]	1.8758477E-5	
NHLRC3	NHL repeat containing 3 [Source:HGNC Symbol;Acc:HGNC:33751]	1.8744433E-5	
ZNF765	zinc finger protein 765 [Source:HGNC Symbol;Acc:HGNC:25092]	1.8739125E-5	
TBC1D5	TBC1 domain family member 5 [Source:HGNC Symbol;Acc:HGNC:19166]	1.8723751E-5	
NUFIP2	nuclear FMR1 interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:17634]	1.8707146E-5	
SEC63P1	SEC63 homolog, protein translocation regulator pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:41953]	1.8622655E-5	
AP1S2	adaptor related protein complex 1 subunit sigma 2 [Source:HGNC Symbol;Acc:HGNC:560]	1.8594392E-5	
ATM	ATM serine/threonine kinase [Source:HGNC Symbol;Acc:HGNC:795]	1.8573071E-5	
XIAP	X-linked inhibitor of apoptosis [Source:HGNC Symbol;Acc:HGNC:592]	1.8532712E-5	
ERV3-1	endogenous retrovirus group 3 member 1, envelope [Source:HGNC Symbol;Acc:HGNC:3454]	1.8525963E-5	
CNOT6L	CCR4-NOT transcription complex subunit 6 like [Source:HGNC Symbol;Acc:HGNC:18042]	1.8521961E-5	
PALS1	protein associated with LIN7 1, MAGUK p55 family member [Source:HGNC Symbol;Acc:HGNC:18669]	1.8507293E-5	
FUBP3	far upstream element binding protein 3 [Source:HGNC Symbol;Acc:HGNC:4005]	1.8490167E-5	
DVL3	dishevelled segment polarity protein 3 [Source:HGNC Symbol;Acc:HGNC:3087]	1.845821E-5	
TVP23B	trans-golgi network vesicle protein 23 homolog B [Source:HGNC Symbol;Acc:HGNC:20399]	1.8455812E-5	
LIN54	lin-54 DREAM MuvB core complex component [Source:HGNC Symbol;Acc:HGNC:25397]	1.843564E-5	
UBXN7	UBX domain protein 7 [Source:HGNC Symbol;Acc:HGNC:29119]	1.8357776E-5	
PDXK	pyridoxal kinase [Source:HGNC Symbol;Acc:HGNC:8819]	1.8329965E-5	
SDHD	succinate dehydrogenase complex subunit D [Source:HGNC Symbol;Acc:HGNC:10683]	1.8303037E-5	
STX17	syntaxin 17 [Source:HGNC Symbol;Acc:HGNC:11432]	1.8296527E-5	
UGGT1	UDP-glucose glycoprotein glucosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:15663]	1.8287483E-5	
GPR155	G protein-coupled receptor 155 [Source:HGNC Symbol;Acc:HGNC:22951]	1.8273928E-5	
APBB2	amyloid beta precursor protein binding family B member 2 [Source:HGNC Symbol;Acc:HGNC:582]	1.826759E-5	
RIMOC1	RAB7A interacting MON1-CCZ1 complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:27750]	1.8239947E-5	
DZIP3	DAZ interacting zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:30938]	1.822692E-5	
DENND1B	DENN domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28404]	1.8225039E-5	
STAT2	signal transducer and activator of transcription 2 [Source:HGNC Symbol;Acc:HGNC:11363]	1.8220899E-5	
SEC14L6	SEC14 like lipid binding 6 [Source:HGNC Symbol;Acc:HGNC:40047]	1.8211847E-5	
ZC3H11B	zinc finger CCCH-type containing 11B [Source:HGNC Symbol;Acc:HGNC:25659]	1.8201137E-5	
SEC62	SEC62 homolog, preprotein translocation factor [Source:HGNC Symbol;Acc:HGNC:11846]	1.8188648E-5	
MON1B	MON1 homolog B, secretory trafficking associated [Source:HGNC Symbol;Acc:HGNC:25020]	1.8169156E-5	
HSPA13	heat shock protein family A (Hsp70) member 13 [Source:HGNC Symbol;Acc:HGNC:11375]	1.8163852E-5	
RNF10	ring finger protein 10 [Source:HGNC Symbol;Acc:HGNC:10055]	1.8152625E-5	
AKAP9	A-kinase anchoring protein 9 [Source:HGNC Symbol;Acc:HGNC:379]	1.8145674E-5	
CERT1	ceramide transporter 1 [Source:HGNC Symbol;Acc:HGNC:2205]	1.810994E-5	
NRIP1	nuclear receptor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:8001]	1.8101946E-5	
KIDINS220	kinase D interacting substrate 220 [Source:HGNC Symbol;Acc:HGNC:29508]	1.8090685E-5	
RNF141	ring finger protein 141 [Source:HGNC Symbol;Acc:HGNC:21159]	1.8033013E-5	
SCDP1	stearoyl-CoA desaturase pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:10572]	1.803065E-5	
SCP2	sterol carrier protein 2 [Source:HGNC Symbol;Acc:HGNC:10606]	1.8022094E-5	
GBA1	glucosylceramidase beta 1 [Source:HGNC Symbol;Acc:HGNC:4177]	1.7988614E-5	
ALDH3A2	aldehyde dehydrogenase 3 family member A2 [Source:HGNC Symbol;Acc:HGNC:403]	1.7987832E-5	
ECPAS	Ecm29 proteasome adaptor and scaffold [Source:HGNC Symbol;Acc:HGNC:29020]	1.7982538E-5	
STX16	syntaxin 16 [Source:HGNC Symbol;Acc:HGNC:11431]	1.7974591E-5	
SEPTIN5	septin 5 [Source:HGNC Symbol;Acc:HGNC:9164]	1.7926763E-5	
MKLN1	muskelin 1 [Source:HGNC Symbol;Acc:HGNC:7109]	1.7900116E-5	
SLC41A1	solute carrier family 41 member 1 [Source:HGNC Symbol;Acc:HGNC:19429]	1.7872144E-5	
TSPAN9	tetraspanin 9 [Source:HGNC Symbol;Acc:HGNC:21640]	1.7862088E-5	
TMEM183BP	transmembrane protein 183B, pseudogene [Source:HGNC Symbol;Acc:HGNC:33205]	1.7851404E-5	
UBP1	upstream binding protein 1 [Source:HGNC Symbol;Acc:HGNC:12507]	1.7847438E-5	
NCKAP1	NCK associated protein 1 [Source:HGNC Symbol;Acc:HGNC:7666]	1.7845201E-5	
SLC25A36	solute carrier family 25 member 36 [Source:HGNC Symbol;Acc:HGNC:25554]	1.7793178E-5	
AP1AR	adaptor related protein complex 1 associated regulatory protein [Source:HGNC Symbol;Acc:HGNC:28808]	1.7774139E-5	
PNISR	PNN interacting serine and arginine rich protein [Source:HGNC Symbol;Acc:HGNC:21222]	1.7765784E-5	
ARHGEF3	Rho guanine nucleotide exchange factor 3 [Source:HGNC Symbol;Acc:HGNC:683]	1.7756376E-5	
EXD2	exonuclease 3'-5' domain containing 2 [Source:HGNC Symbol;Acc:HGNC:20217]	1.7734768E-5	
FKBP9	FKBP prolyl isomerase 9 [Source:HGNC Symbol;Acc:HGNC:3725]	1.770303E-5	
CLOCK	clock circadian regulator [Source:HGNC Symbol;Acc:HGNC:2082]	1.7700582E-5	
CCDC186	coiled-coil domain containing 186 [Source:HGNC Symbol;Acc:HGNC:24349]	1.7696852E-5	
ARL6IP5	ADP ribosylation factor like GTPase 6 interacting protein 5 [Source:HGNC Symbol;Acc:HGNC:16937]	1.7694474E-5	
PDS5A	PDS5 cohesin associated factor A [Source:HGNC Symbol;Acc:HGNC:29088]	1.767487E-5	
RALGPS1	Ral GEF with PH domain and SH3 binding motif 1 [Source:HGNC Symbol;Acc:HGNC:16851]	1.7605442E-5	
TMEM170B	transmembrane protein 170B [Source:HGNC Symbol;Acc:HGNC:34244]	1.7602772E-5	
NEU1	neuraminidase 1 [Source:HGNC Symbol;Acc:HGNC:7758]	1.7600625E-5	
ATF2	activating transcription factor 2 [Source:HGNC Symbol;Acc:HGNC:784]	1.7573115E-5	
RORA	RAR related orphan receptor A [Source:HGNC Symbol;Acc:HGNC:10258]	1.7556617E-5	
TLK1	tousled like kinase 1 [Source:HGNC Symbol;Acc:HGNC:11841]	1.7540133E-5	
LARP1B	La ribonucleoprotein 1B [Source:HGNC Symbol;Acc:HGNC:24704]	1.7502049E-5	
HINT3	histidine triad nucleotide binding protein 3 [Source:HGNC Symbol;Acc:HGNC:18468]	1.749395E-5	
CDKN2AIP	CDKN2A interacting protein [Source:HGNC Symbol;Acc:HGNC:24325]	1.7490533E-5	
EIF1	eukaryotic translation initiation factor 1 [Source:HGNC Symbol;Acc:HGNC:3249]	1.7475808E-5	
BRD7P2	bromodomain containing 7 pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33541]	1.7472681E-5	
ARCN1	archain 1 [Source:HGNC Symbol;Acc:HGNC:649]	1.7396935E-5	
SOCS4	suppressor of cytokine signaling 4 [Source:HGNC Symbol;Acc:HGNC:19392]	1.7396358E-5	
ZNF3	zinc finger protein 3 [Source:HGNC Symbol;Acc:HGNC:13089]	1.7396265E-5	
HLA-E	major histocompatibility complex, class I, E [Source:HGNC Symbol;Acc:HGNC:4962]	1.7368477E-5	
PHF3	PHD finger protein 3 [Source:HGNC Symbol;Acc:HGNC:8921]	1.7356064E-5	
FAM20B	FAM20B glycosaminoglycan xylosylkinase [Source:HGNC Symbol;Acc:HGNC:23017]	1.7341217E-5	
RIC1	RIC1 homolog, RAB6A GEF complex partner 1 [Source:HGNC Symbol;Acc:HGNC:17686]	1.7304097E-5	
SESN3	sestrin 3 [Source:HGNC Symbol;Acc:HGNC:23060]	1.7293669E-5	
TMEM33	transmembrane protein 33 [Source:HGNC Symbol;Acc:HGNC:25541]	1.729208E-5	
USP47	ubiquitin specific peptidase 47 [Source:HGNC Symbol;Acc:HGNC:20076]	1.7279273E-5	
RAB11FIP4	RAB11 family interacting protein 4 [Source:HGNC Symbol;Acc:HGNC:30267]	1.7272847E-5	
SLC35A3	solute carrier family 35 member A3 [Source:HGNC Symbol;Acc:HGNC:11023]	1.7258204E-5	
ST13P18	ST13, Hsp70 interacting protein pseudogene 18 [Source:HGNC Symbol;Acc:HGNC:38861]	1.7244864E-5	
ELOVL6	ELOVL fatty acid elongase 6 [Source:HGNC Symbol;Acc:HGNC:15829]	1.7239645E-5	
SERBP1	SERPINE1 mRNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17860]	1.7217377E-5	
MORC3	MORC family CW-type zinc finger 3 [Source:HGNC Symbol;Acc:HGNC:23572]	1.7201724E-5	
DNAJB14	DnaJ heat shock protein family (Hsp40) member B14 [Source:HGNC Symbol;Acc:HGNC:25881]	1.7182745E-5	
MEGF9	multiple EGF like domains 9 [Source:HGNC Symbol;Acc:HGNC:3234]	1.7177254E-5	
GORASP2	golgi reassembly stacking protein 2 [Source:HGNC Symbol;Acc:HGNC:17500]	1.7172886E-5	
ACBD3	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]	1.7165816E-5	
NACA3P	NACA family member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:33442]	1.7150398E-5	
TSPYL2	TSPY like 2 [Source:HGNC Symbol;Acc:HGNC:24358]	1.7129227E-5	
SOCS6	suppressor of cytokine signaling 6 [Source:HGNC Symbol;Acc:HGNC:16833]	1.711715E-5	
TIGD6	tigger transposable element derived 6 [Source:HGNC Symbol;Acc:HGNC:18332]	1.711542E-5	
ZNF639	zinc finger protein 639 [Source:HGNC Symbol;Acc:HGNC:30950]	1.710225E-5	
MT-TP	mitochondrially encoded tRNA-Pro (CCN) [Source:HGNC Symbol;Acc:HGNC:7494]	1.7097122E-5	
RNF13	ring finger protein 13 [Source:HGNC Symbol;Acc:HGNC:10057]	1.7094368E-5	
RHOU	ras homolog family member U [Source:HGNC Symbol;Acc:HGNC:17794]	1.7092576E-5	
GPRASP1	G protein-coupled receptor associated sorting protein 1 [Source:HGNC Symbol;Acc:HGNC:24834]	1.7088201E-5	
RAVER2	ribonucleoprotein, PTB binding 2 [Source:HGNC Symbol;Acc:HGNC:25577]	1.7079865E-5	
MAGT1	magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:28880]	1.7071681E-5	
ICE1	interactor of little elongation complex ELL subunit 1 [Source:HGNC Symbol;Acc:HGNC:29154]	1.7068141E-5	
FNIP1	folliculin interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:29418]	1.7054956E-5	
GSK3B	glycogen synthase kinase 3 beta [Source:HGNC Symbol;Acc:HGNC:4617]	1.7053726E-5	
RALGAPB	Ral GTPase activating protein non-catalytic subunit beta [Source:HGNC Symbol;Acc:HGNC:29221]	1.7052345E-5	
NSUN5P1	NSUN5 pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:19146]	1.6992131E-5	
HNRNPA0	heterogeneous nuclear ribonucleoprotein A0 [Source:HGNC Symbol;Acc:HGNC:5030]	1.696282E-5	
TFAM	transcription factor A, mitochondrial [Source:HGNC Symbol;Acc:HGNC:11741]	1.6949954E-5	
PRKCSH	protein kinase C substrate 80K-H [Source:HGNC Symbol;Acc:HGNC:9411]	1.6904081E-5	
TMED5	transmembrane p24 trafficking protein 5 [Source:HGNC Symbol;Acc:HGNC:24251]	1.6885493E-5	
COPG1	COPI coat complex subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:2236]	1.68808E-5	
FNDC3A	fibronectin type III domain containing 3A [Source:HGNC Symbol;Acc:HGNC:20296]	1.6872285E-5	
MXRA7	matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]	1.686955E-5	
C17orf80	chromosome 17 open reading frame 80 [Source:HGNC Symbol;Acc:HGNC:29601]	1.686395E-5	
ERLIN1	ER lipid raft associated 1 [Source:HGNC Symbol;Acc:HGNC:16947]	1.6839842E-5	
ZNF441	zinc finger protein 441 [Source:HGNC Symbol;Acc:HGNC:20875]	1.6839354E-5	
SRGAP1	SLIT-ROBO Rho GTPase activating protein 1 [Source:HGNC Symbol;Acc:HGNC:17382]	1.68393E-5	
GAK	cyclin G associated kinase [Source:HGNC Symbol;Acc:HGNC:4113]	1.683824E-5	
TCEA1	transcription elongation factor A1 [Source:HGNC Symbol;Acc:HGNC:11612]	1.6833848E-5	
ARFGEF1	ADP ribosylation factor guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:15772]	1.682436E-5	
GMPPA	GDP-mannose pyrophosphorylase A [Source:HGNC Symbol;Acc:HGNC:22923]	1.67859E-5	
NIPA1	NIPA magnesium transporter 1 [Source:HGNC Symbol;Acc:HGNC:17043]	1.6778786E-5	
TTC33	tetratricopeptide repeat domain 33 [Source:HGNC Symbol;Acc:HGNC:29959]	1.6771828E-5	
TAX1BP1	Tax1 binding protein 1 [Source:HGNC Symbol;Acc:HGNC:11575]	1.676838E-5	
GABARAPL2	GABA type A receptor associated protein like 2 [Source:HGNC Symbol;Acc:HGNC:13291]	1.6741158E-5	
SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1 [Source:HGNC Symbol;Acc:HGNC:11187]	1.6712433E-5	
ERP44	endoplasmic reticulum protein 44 [Source:HGNC Symbol;Acc:HGNC:18311]	1.6703847E-5	
ISOC1	isochorismatase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24254]	1.6677059E-5	
TIMM10B	translocase of inner mitochondrial membrane 10B [Source:HGNC Symbol;Acc:HGNC:4022]	1.664345E-5	
IFNGR1	interferon gamma receptor 1 [Source:HGNC Symbol;Acc:HGNC:5439]	1.660798E-5	
SPCS2P4	signal peptidase complex subunit 2 pseudogene 4 [Source:HGNC Symbol;Acc:HGNC:45237]	1.6607079E-5	
EMC2	ER membrane protein complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28963]	1.6589516E-5	
TOPBP1	DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]	1.6579403E-5	
PTPN6	protein tyrosine phosphatase non-receptor type 6 [Source:HGNC Symbol;Acc:HGNC:9658]	1.6524402E-5	
RER1	retention in endoplasmic reticulum sorting receptor 1 [Source:HGNC Symbol;Acc:HGNC:30309]	1.6518832E-5	
FAM199X	family with sequence similarity 199, X-linked [Source:HGNC Symbol;Acc:HGNC:25195]	1.6470429E-5	
WDR7	WD repeat domain 7 [Source:HGNC Symbol;Acc:HGNC:13490]	1.6445792E-5	
TMEM268	transmembrane protein 268 [Source:HGNC Symbol;Acc:HGNC:24513]	1.6444255E-5	
NEK1	NIMA related kinase 1 [Source:HGNC Symbol;Acc:HGNC:7744]	1.6442833E-5	
TMOD2	tropomodulin 2 [Source:HGNC Symbol;Acc:HGNC:11872]	1.6433218E-5	
ARFIP1	ADP ribosylation factor interacting protein 1 [Source:HGNC Symbol;Acc:HGNC:21496]	1.6403197E-5	
GCC2	GRIP and coiled-coil domain containing 2 [Source:HGNC Symbol;Acc:HGNC:23218]	1.640224E-5	
RPN1	ribophorin I [Source:HGNC Symbol;Acc:HGNC:10381]	1.6391601E-5	
ERO1B	endoplasmic reticulum oxidoreductase 1 beta [Source:HGNC Symbol;Acc:HGNC:14355]	1.6389205E-5	
DBT	dihydrolipoamide branched chain transacylase E2 [Source:HGNC Symbol;Acc:HGNC:2698]	1.6388529E-5	
TMEM65	transmembrane protein 65 [Source:HGNC Symbol;Acc:HGNC:25203]	1.6348002E-5	
PTPRF	protein tyrosine phosphatase receptor type F [Source:HGNC Symbol;Acc:HGNC:9670]	1.6281221E-5	
ASXL2	ASXL transcriptional regulator 2 [Source:HGNC Symbol;Acc:HGNC:23805]	1.6276184E-5	
MIB1	MIB E3 ubiquitin protein ligase 1 [Source:HGNC Symbol;Acc:HGNC:21086]	1.6248709E-5	
PTGR3	prostaglandin reductase 3 [Source:HGNC Symbol;Acc:HGNC:28697]	1.6239512E-5	
SLC49A4	solute carrier family 49 member 4 [Source:HGNC Symbol;Acc:HGNC:16628]	1.6238026E-5	
TTC39A	tetratricopeptide repeat domain 39A [Source:HGNC Symbol;Acc:HGNC:18657]	1.6231741E-5	
BLTP3A	bridge-like lipid transfer protein family member 3A [Source:HGNC Symbol;Acc:HGNC:21216]	1.6225133E-5	
GTF3C3	general transcription factor IIIC subunit 3 [Source:HGNC Symbol;Acc:HGNC:4666]	1.620734E-5	
NEBL	nebulette [Source:HGNC Symbol;Acc:HGNC:16932]	1.61958E-5	
LANCL1	LanC like glutathione S-transferase 1 [Source:HGNC Symbol;Acc:HGNC:6508]	1.6188014E-5	
TENT2	terminal nucleotidyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:26776]	1.6166103E-5	
ERO1A	endoplasmic reticulum oxidoreductase 1 alpha [Source:HGNC Symbol;Acc:HGNC:13280]	1.6156144E-5	
PPP2R5C	protein phosphatase 2 regulatory subunit B'gamma [Source:HGNC Symbol;Acc:HGNC:9311]	1.6133683E-5	
LRRC58	leucine rich repeat containing 58 [Source:HGNC Symbol;Acc:HGNC:26968]	1.6092503E-5	
FASTKD2	FAST kinase domains 2 [Source:HGNC Symbol;Acc:HGNC:29160]	1.609151E-5	
B4GALT1	beta-1,4-galactosyltransferase 1 [Source:HGNC Symbol;Acc:HGNC:924]	1.6074904E-5	
GFPT1	glutamine--fructose-6-phosphate transaminase 1 [Source:HGNC Symbol;Acc:HGNC:4241]	1.6062293E-5	
MARVELD2	MARVEL domain containing 2 [Source:HGNC Symbol;Acc:HGNC:26401]	1.6056765E-5	
PIAS1	protein inhibitor of activated STAT 1 [Source:HGNC Symbol;Acc:HGNC:2752]	1.6048843E-5	
PRKAR2A	protein kinase cAMP-dependent type II regulatory subunit alpha [Source:HGNC Symbol;Acc:HGNC:9391]	1.604659E-5	
RNF146	ring finger protein 146 [Source:HGNC Symbol;Acc:HGNC:21336]	1.6035468E-5	
GABBR1	gamma-aminobutyric acid type B receptor subunit 1 [Source:HGNC Symbol;Acc:HGNC:4070]	1.600414E-5	
PPP1R8	protein phosphatase 1 regulatory subunit 8 [Source:HGNC Symbol;Acc:HGNC:9296]	1.5981195E-5	
METTL9	methyltransferase like 9 [Source:HGNC Symbol;Acc:HGNC:24586]	1.5973566E-5	
FZD3	frizzled class receptor 3 [Source:HGNC Symbol;Acc:HGNC:4041]	1.5957556E-5	
TMEM39A	transmembrane protein 39A [Source:HGNC Symbol;Acc:HGNC:25600]	1.590876E-5	
OXR1	oxidation resistance 1 [Source:HGNC Symbol;Acc:HGNC:15822]	1.5889735E-5	
TMEM231	transmembrane protein 231 [Source:HGNC Symbol;Acc:HGNC:37234]	1.586811E-5	
DDX17	DEAD-box helicase 17 [Source:HGNC Symbol;Acc:HGNC:2740]	1.5865444E-5	
SHISA5	shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376]	1.5864272E-5	
TMEM37	transmembrane protein 37 [Source:HGNC Symbol;Acc:HGNC:18216]	1.5845906E-5	
NAA30	N-alpha-acetyltransferase 30, NatC catalytic subunit [Source:HGNC Symbol;Acc:HGNC:19844]	1.5804117E-5	
PCCA	propionyl-CoA carboxylase subunit alpha [Source:HGNC Symbol;Acc:HGNC:8653]	1.5794609E-5	
KCTD20	potassium channel tetramerization domain containing 20 [Source:HGNC Symbol;Acc:HGNC:21052]	1.5774442E-5	
SPEF2	sperm flagellar 2 [Source:HGNC Symbol;Acc:HGNC:26293]	1.5762778E-5	
CBLL1	Cbl proto-oncogene like 1 [Source:HGNC Symbol;Acc:HGNC:21225]	1.574778E-5	
MTMR14	myotubularin related protein 14 [Source:HGNC Symbol;Acc:HGNC:26190]	1.5747488E-5	
GPR89A	G protein-coupled receptor 89A [Source:HGNC Symbol;Acc:HGNC:31984]	1.5744983E-5	
CBR1	carbonyl reductase 1 [Source:HGNC Symbol;Acc:HGNC:1548]	1.5728281E-5	
MINPP1	multiple inositol-polyphosphate phosphatase 1 [Source:HGNC Symbol;Acc:HGNC:7102]	1.572525E-5	
SLC9A7	solute carrier family 9 member A7 [Source:HGNC Symbol;Acc:HGNC:17123]	1.5697517E-5	
TMEM254	transmembrane protein 254 [Source:HGNC Symbol;Acc:HGNC:25804]	1.56765E-5	
CCNG1	cyclin G1 [Source:HGNC Symbol;Acc:HGNC:1592]	1.565334E-5	
ZMIZ1	zinc finger MIZ-type containing 1 [Source:HGNC Symbol;Acc:HGNC:16493]	1.5639516E-5	
RSF1	remodeling and spacing factor 1 [Source:HGNC Symbol;Acc:HGNC:18118]	1.5631218E-5	
NBN	nibrin [Source:HGNC Symbol;Acc:HGNC:7652]	1.5614336E-5	
